attribute#1,attribute#2,attribute#3,attribute#4
2.2222222222222214,6.25,0.6779661016949152,0.41666666666666674
1.6666666666666679,4.166666666666666,0.6779661016949152,0.41666666666666674
1.1111111111111125,5.0,0.5084745762711864,0.41666666666666674
0.8333333333333339,4.583333333333334,0.847457627118644,0.41666666666666674
1.9444444444444446,6.666666666666666,0.6779661016949152,0.41666666666666674
3.055555555555557,7.916666666666664,1.1864406779661016,1.2500000000000002
0.8333333333333339,5.833333333333332,0.6779661016949152,0.8333333333333333
1.9444444444444446,5.833333333333332,0.847457627118644,0.41666666666666674
0.27777777777778034,3.7499999999999982,0.6779661016949152,0.41666666666666674
1.6666666666666679,4.583333333333334,0.847457627118644,0.0
3.055555555555557,7.083333333333334,0.847457627118644,0.41666666666666674
1.3888888888888893,5.833333333333332,1.0169491525423728,0.41666666666666674
1.3888888888888893,4.166666666666666,0.6779661016949152,0.0
0.0,4.166666666666666,0.16949152542372903,0.0
4.166666666666666,8.333333333333332,0.3389830508474576,0.41666666666666674
3.8888888888888893,10.0,0.847457627118644,1.2500000000000002
3.055555555555557,7.916666666666664,0.5084745762711864,1.2500000000000002
2.2222222222222214,6.25,0.6779661016949152,0.8333333333333333
3.8888888888888893,7.499999999999998,1.1864406779661016,0.8333333333333333
2.2222222222222214,7.499999999999998,0.847457627118644,0.8333333333333333
3.055555555555557,5.833333333333332,1.1864406779661016,0.41666666666666674
2.2222222222222214,7.083333333333334,0.847457627118644,1.2500000000000002
0.8333333333333339,6.666666666666666,0.0,0.41666666666666674
2.2222222222222214,5.416666666666664,1.1864406779661016,1.6666666666666667
1.3888888888888893,5.833333333333332,1.5254237288135593,0.41666666666666674
1.9444444444444446,4.166666666666666,1.0169491525423728,0.41666666666666674
1.9444444444444446,5.833333333333332,1.0169491525423728,1.2500000000000002
2.5000000000000018,6.25,0.847457627118644,0.41666666666666674
2.5000000000000018,5.833333333333332,0.6779661016949152,0.41666666666666674
1.1111111111111125,5.0,1.0169491525423728,0.41666666666666674
1.3888888888888893,4.583333333333334,1.0169491525423728,0.41666666666666674
3.055555555555557,5.833333333333332,0.847457627118644,1.2500000000000002
2.5000000000000018,8.749999999999996,0.847457627118644,0.0
3.333333333333334,9.166666666666668,0.6779661016949152,0.41666666666666674
1.6666666666666679,4.583333333333334,0.847457627118644,0.0
1.9444444444444446,5.0,0.3389830508474576,0.41666666666666674
3.333333333333334,6.25,0.5084745762711864,0.41666666666666674
1.6666666666666679,4.583333333333334,0.847457627118644,0.0
0.27777777777778034,4.166666666666666,0.5084745762711864,0.41666666666666674
2.2222222222222214,5.833333333333332,0.847457627118644,0.41666666666666674
1.9444444444444446,6.25,0.5084745762711864,0.8333333333333333
0.5555555555555571,1.2499999999999982,0.5084745762711864,0.8333333333333333
0.27777777777778034,5.0,0.5084745762711864,0.41666666666666674
1.9444444444444446,6.25,1.0169491525423728,2.083333333333333
2.2222222222222214,7.499999999999998,1.5254237288135593,1.2500000000000002
1.3888888888888893,4.166666666666666,0.6779661016949152,0.8333333333333333
2.2222222222222214,7.499999999999998,1.0169491525423728,0.41666666666666674
0.8333333333333339,5.0,0.6779661016949152,0.41666666666666674
2.7777777777777786,7.083333333333334,0.847457627118644,0.41666666666666674
1.9444444444444446,5.416666666666664,0.6779661016949152,0.41666666666666674
7.499999999999998,5.0,6.271186440677966,5.416666666666666
5.833333333333334,5.0,5.932203389830508,5.833333333333333
7.222222222222223,4.583333333333334,6.610169491525425,5.833333333333333
3.333333333333334,1.2499999999999982,5.084745762711864,5.0
6.1111111111111125,3.333333333333332,6.101694915254236,5.833333333333333
3.8888888888888893,3.333333333333332,5.932203389830508,5.0
5.555555555555555,5.416666666666664,6.271186440677966,6.250000000000001
1.6666666666666679,1.666666666666666,3.898305084745762,3.75
6.3888888888888875,3.7499999999999982,6.101694915254236,5.0
2.5000000000000018,2.916666666666668,4.915254237288135,5.416666666666666
1.9444444444444446,0.0,4.237288135593221,3.75
4.444444444444445,4.166666666666666,5.423728813559322,5.833333333333333
4.722222222222223,0.8333333333333339,5.084745762711864,3.75
4.999999999999998,3.7499999999999982,6.271186440677966,5.416666666666666
3.6111111111111107,3.7499999999999982,4.406779661016949,5.0
6.666666666666666,4.583333333333334,5.76271186440678,5.416666666666666
3.6111111111111107,4.166666666666666,5.932203389830508,5.833333333333333
4.166666666666666,2.916666666666668,5.2542372881355925,3.75
5.277777777777777,0.8333333333333339,5.932203389830508,5.833333333333333
3.6111111111111107,2.083333333333332,4.915254237288135,4.166666666666667
4.444444444444445,5.0,6.440677966101695,7.083333333333334
4.999999999999998,3.333333333333332,5.084745762711864,5.0
5.555555555555555,2.083333333333332,6.610169491525425,5.833333333333333
4.999999999999998,3.333333333333332,6.271186440677966,4.583333333333333
5.833333333333334,3.7499999999999982,5.59322033898305,5.0
6.3888888888888875,4.166666666666666,5.76271186440678,5.416666666666666
6.944444444444445,3.333333333333332,6.440677966101695,5.416666666666666
