26.173000,58.867001,-0.189470,125.122498,1
57.073971,221.404007,0.086080,122.911400,1
17.259001,173.436005,-0.129805,125.031799,1
21.779400,124.953102,0.153885,152.714996,1
91.339973,293.569885,0.142392,160.540207,1
55.375000,179.222000,0.165495,111.227303,1
29.562000,191.356995,0.099014,103.407600,1
145.119995,208.860001,-0.176086,154.225693,1
38.496990,41.466000,-0.188642,123.966103,1
29.276991,107.250999,0.114963,107.788498,1
28.867001,109.024002,-0.123943,97.991302,1
24.013000,76.019997,0.285099,98.916924,1
28.379000,145.216003,0.387001,154.997498,1
22.381399,82.428101,-0.281487,89.987640,1
123.209999,456.160004,-0.151847,143.299606,1
20.084049,177.451004,0.257810,92.531013,1
32.856991,182.675003,0.220441,94.571747,1
0.000000,115.477997,0.150497,109.631500,1
39.545040,237.442001,0.108943,137.633301,1
106.797997,323.756012,-0.150951,175.402100,1
34.082001,119.828003,0.220016,138.363907,1
0.000000,86.710800,0.420188,129.885101,1
48.659969,307.149994,0.175607,164.017395,1
23.410900,83.471397,0.176687,98.032501,1
122.238998,435.792999,-0.181291,168.766296,1
16.245600,48.306198,0.550861,26.326389,1
43.898991,242.130005,0.200601,133.194794,1
61.436981,233.850006,0.275873,161.243301,1
59.524990,217.669998,-0.086010,117.083099,1
29.158501,125.987503,0.191045,127.992699,1
50.597019,243.061996,0.186344,135.227295,1
60.240971,197.733994,-0.131992,132.022003,1
26.204901,62.707901,-0.140245,113.586601,1
28.471979,148.376007,-0.186825,167.233704,1
27.079901,77.703903,-0.250924,97.980324,1
20.686001,84.468002,0.176178,119.942299,1
19.624500,49.230900,0.430272,93.613182,1
49.614010,323.484985,-0.196374,162.248596,1
79.824013,201.753998,-0.141216,131.071594,1
66.964020,221.403000,-0.118778,141.662598,1
58.429989,134.860992,0.287608,128.668396,1
69.820068,369.340088,-0.153985,151.165894,1
19.021999,221.011993,0.168945,136.806595,1
45.828979,221.595001,0.241912,162.710007,1
